Course Title,Rating,Level,Duration,Review,Modules,Instructor,Offered By,Keyword,Course Url
生命科学发展史,4.4,Not Provided,22.0,18,"第一章 绪论, 第二章 人类起源和发展, 第三章：从古代哲学到近代科学, 第四章 生物的分类和演化, 第五章：人体生理学：人类的自我认识, 第六章：走近微生物世界, 第七章：从细胞学说到胚胎发育, 第八章：生命是什么？从孟德尔的豌豆说起, 第九章：生物组学：不再钓鱼，而是捞鱼!, 第十章：课程总结",孟和,Shanghai Jiao Tong University,Health,https://www.coursera.org/learn/shengming-kexue-fazhanshi
Responsible Reporting on Suicide for Journalists,0.0,Beginner,7.0,0,"Suicide as a Global Public Health Issue, How Media Reports Can Affect Suicide Trends, Applying Suicide Reporting Guidelines in the Field","Holly C. Wilcox, PhD, MA, Aneri Pattani, William Eaton, PhD",Johns Hopkins University,Health,https://www.coursera.org/learn/responsible-reporting-on-suicide-for-journalists
의료 서비스를 위한 시스템공학의 기초,0.0,Not Provided,5.0,0,"의료 서비스 동인, 시스템 유형, 시스템공학 접근법, 의료 서비스 시스템공학 접근법 활용",Dr. Matthew (Matt) Montoya,Johns Hopkins University,Health,https://www.coursera.org/learn/foundations-of-healthcare-systems-engineering-ko
Fitness Corporativo,0.0,Beginner,24.0,0,"Inicia aquí, Módulo 1: Bases del Fitness Corporativo, Módulo 2: El Fitness Corporativo en Contexto, Módulo 3: Acciones a Tomar, Módulo 4: Estrategias, Fin del Curso","María Aurora Porrua Ardura, Carlos Alberto Rubi Morales",Universidades Anáhuac,Health,https://www.coursera.org/learn/fitness-corporativo
The exposome: cracking the science about what makes us sick,0.0,Intermediate,14.0,0,"Introduction to the Exposome concept, The transformative power of Exposome approaches: using the example of cardiovascular disease reasearch , The external Exposome: methodological approaches, The internal Exposome: methodological approaches, Data science steps for analysing Exposome data, Future perspectives & the next generation of studies","Diederick E. Grobbee, Roel Vermeulen",Utrecht University,Health,https://www.coursera.org/learn/exposome
Analysis and Interpretation of Large-Scale Programs,0.0,Intermediate,21.0,0,"Module 1: Getting started in the course, Module 2: Setting up for data analysis, Module 3: Introduction to data analysis for evaluation, Module 4: Analysis of programs strength and quality of care, Module 5: Analyzing household survey for intervention coverage, Module 6: Analyzing Impact Measures, Module 7: Equity Analysis, Module 8: Gender-Based Equity Analysis, Module 9: Interpreting Evaluation Findings , Final exam and special  message from JHU-IIP team","Agbessi Amouzou, Melinda K. Munos, Rosemary Morgan, Neff Walker, Elizabeth Hazel, PhD, Abdoulaye Maïga, Yoko Inagaki, MD ",Johns Hopkins University,Health,https://www.coursera.org/learn/analysis-and-interpretation-of-large-scale-programs
Hacking COVID-19 — Course 2: Decoding SARS-CoV-2's Secrets,0.0,Beginner,6.0,0,"Week 1, Week 2","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu",University of California San Diego,Health,https://www.coursera.org/learn/covid-19-genome-annotation
Reflections from 40 Years Fighting International Epidemics,0.0,Beginner,14.0,0,"Course Orientation, Module 1: Reflections on Fighting Epidemics and Medical Humanities, ""Module 2: Whats Next Is Already Here, But We Havent Recognized It Yet"", Module 3: A Guideline for the Future: Anticipate, Recognize and Act, Module 4: Career Reflections and Medical Humanities",Daniel R. Lucey,Dartmouth College,Health,https://www.coursera.org/learn/40-years-fighting-international-epidemics-in-the-field
Ebola Virus Disease: An Evolving Epidemic,4.7,Not Provided,18.0,211,"Introduction to Ebola, Patient Care of Persons with Ebola Virus Disease, Prevention, Treatment, and Response, Laboratory Issues, Managing Potential and Diagnosed Ebola Patients, How Ebola is Changing Global Health","Carlos del Rio, MD, Dabney P. Evans, PhD, MPH",Emory University,Health,https://www.coursera.org/learn/ebola-virus
常见慢性病的健康管理,4.7,Not Provided,14.0,21,"绪论, 摆脱卫生间的尴尬——便秘病人的健康管理, 孰知痛风之痛——痛风病人的健康管理, 解说血糖的秘密——糖尿病病人的健康管理, 帮血压减减负——高血压病人的健康管理, 免除脑的不速之客——脑卒中病人的健康管理, 守护生命的心路——冠心病病人的健康管理",章雅青,Shanghai Jiao Tong University,Health,https://www.coursera.org/learn/chang-jian-man-xing-bing
Hacking COVID-19: Metabolic Pathway Analysis Yields SARS-CoV-2 Drug Targets,0.0,Beginner,8.0,0,Hacking COVID-19 — Course 4: Searching for Drug Targets,"Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu, Peter Karp",University of California San Diego,Health,https://www.coursera.org/learn/hacking-covid-19--course-4-searching-for-drug-targets
Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?,4.4,Not Provided,13.0,94,"Introduction to Unit 3, Evolutionary Psychology, The Evolution of the Human Brain, The Human Spark, The Scopes Trial: Human Origins and the Public Classroom, The Dover Board of Education: Intelligent Design and the Public Classroom, Where Do We Go From Here?, General Course Pages","Prof. Leonard W. Hamilton, Prof. Daniel M. Ogilvie",Rutgers the State University of New Jersey,Health,https://www.coursera.org/learn/soulbeliefs3
Lecture Series for Preventing and Controlling COVID-19,4.5,Beginner,8.0,352,"About COVID-19, Diagnose and Control COVID-19, Therapeutic Strategy for COVID-19  （1）, Therapeutic Strategy for COVID-19  （2）, Prevention for COVID-19",陈灵,"""Xian Jiaotong University""",Health,https://www.coursera.org/learn/covid-19lectureseries
流行病学基础（上）,4.8,Beginner,11.0,25,"流行病学绪论, 疾病的分布, 描述流行病学, 队列研究, 病例对照研究, 病因与病因推断, 期末考试","詹 思延, 吴 涛, 李 立明, 胡 永华",Peking University,Health,https://www.coursera.org/learn/liuxing-bing-xue
Introduction to the Multiphase Optimization Strategy (MOST),0.0,Intermediate,18.0,0,"Week 1 - MOST is a different way of thinking, Week 2 - The preparation phase: Laying the foundation for successful optimization, Week 3 - Introduction to the factorial optimization trial, Week 4 - Some conceptual and technical aspects of the factorial experiment, Week 5 - Rigorous and responsible conduct of intervention optimization research, Week 6 - Completing the optimization phase and identifying your next steps","Kate Guastaferro, Linda M Collins",New York University,Health,https://www.coursera.org/learn/multiphase-optimization-strategy
ERPO: A Civil Approach to Gun Violence Prevention Teach-Out,4.5,Beginner,4.0,10,"ERPO 101: Introduction to Extreme Risk Protection Order Laws, Clinicians as Petitioners for ERPO, Law Enforcement as Petitioners for ERPO, Family/Partners as Petitioners for ERPO, Advocating for ERPOs, Upcoming Events: Live Webinar Discussion & ERPO Recommendations Report Release","Katherine Hoops, MD, MPH, Shannon Frattaroli, PhD, MPH, Josh Horwitz, JD",Johns Hopkins University,Health,https://www.coursera.org/learn/erpo
Medios digitales para resultados sanitarios,0.0,Intermediate,16.0,0,"Perspicacia conductual como base, Elabore su estrategia de comunicación, Cómo diseñar para el contexto: mensajes y contenidos creativos que repercuten, Tácticas para medios digitales e implementación de campañas, Las métricas que importan: cómo interpretar el impacto",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-es
Hacking COVID-19 — Course 3: Unraveling COVID-19's Origins,0.0,Beginner,6.0,0,"Week 1, Week 2","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu",University of California San Diego,Health,https://www.coursera.org/learn/hacking-covid-19--course-3-unraveling-origins-of-covid-19
人体生理学导论（中文版）,4.8,Not Provided,32.0,97,"欢迎！, 稳态和内分泌系统, 神经系统, 感觉和躯体神经系统, 肌肉, 心血管系统, 呼吸系统, 内分泌系统, 生殖系统, 消化系统, 泌尿系统","Emma Jakoi, Jennifer Carbrey",Duke University,Health,https://www.coursera.org/learn/sheng-li-xue
Rastreo de los contactos de la COVID-19,4.8,Beginner,5.0,1.173,"Aspectos básicos de la COVID-19, Aspectos básicos del rastreo de los contactos de la COVID-19, Pasos para investigar casos y rastrear sus contactos, Ética del rastreo de los contactos y herramientas tecnológicas, Habilidades para lograr una comunicación eficaz, Evaluación final (se califica)","Emily Gurley, PhD, MPH",Johns Hopkins University,Health,https://www.coursera.org/learn/rastreo-contactos-covid-19
生物演化,4.9,Not Provided,26.0,111," 欢迎学习, 第1讲   序言——演化理论的发展史, 第2讲   拉马克和达尔文的演化思想, 第3讲   达尔文演化理论的修订, 第4讲   自然选择和人工选择, 第5讲   适应, 第6讲   中性演化理论及该理论提出的背景, 第7讲   蛋白质演化速率和分子钟学说, 第8讲   核酸演化速率和基因组学在演化研究中的应用, 第9讲   物种的形成和形成的速度, 第10讲   物种的灭绝, 第11讲   系统发生重建, 第12讲   生命的起源和演化, 第13讲   家养动物的起源和现代智人的起源, 期末考试",顾红雅,Peking University,Health,https://www.coursera.org/learn/shengwu-yanhua
" Tobacco Control: Agile Policy, Research and Practice ",0.0,Beginner,8.0,0,"Recommended Tobacco Control Policies, Tobacco Industry Interference , The Importance of Timely and Robust Research in Strengthening Tobacco Control Policy and Practice","Christopher Millett, Anthony Laverty",Imperial College London,Health,https://www.coursera.org/learn/tobacco-control-agile-policy-research-practice
Estrategias para desarrollar el talento en organizaciones,0.0,Beginner,8.0,0,"Estrategias para desarrollar el talento en las organizaciones, Desarrollo profesional, Formación, Evaluación, Desvinculación","Irene Carracedo Gil, Rafa Díaz Cortinas, Míriam Diez Piñol, César Luis Fernandez Llano",Universitat Autònoma de Barcelona,Health,https://www.coursera.org/learn/estrategias-para-desarrollar-el-talento-en-organizaciones
Formation COVID-19 pour personnels de santé,4.6,Not Provided,8.0,30,"Module 1: Caractéristiques principales de la COVID-19 et EPI, MODULE 2: Évaluation clinique des patients COVID-19, MODULE 3: Évaluation diagnostique des patients COVID-19, MODULE 4: Traitement Précoce du Patient Dyspnéique COVID-19, MODULE 5: Traitement Avancé du Patient COVID-19 Sévèrement Dyspnéique, MODULE 6: Gestion Initiale du Respirateur et Dépannage chez les Patients COVID-19","S V Mahadevan, Matthew Strehlow",Stanford University,Health,https://www.coursera.org/learn/formation-covid-19-pour-personnels-de-sante
循序渐进练瑜伽,0.0,Beginner,16.0,0,"第一章, 第二章, 第三章, 第四章, 第五章, 第六章, 第七章, 第八章, 第九章, 第十章, 第十一章, 第十二章, 考试动作视频参考",Wang Huiru,Shanghai Jiao Tong University,Health,https://www.coursera.org/learn/yoga-sjtu
Patient Perspectives on Medications: Qualitative Interviews,0.0,Intermediate,13.0,0,"How to design a qualitative interview study, How to prepare a qualitative interview study, How to conduct a qualitative interview study, How to analyze  qualitative interviews","Lourdes Cantarero, Katja Taxis, Susanne Kaae, Anne Gerd Granaas","University of Copenhagen, University of Groningen, University of Oslo, EIT Health",Health,https://www.coursera.org/learn/patient-perspectives-on-medications-qualitative-interviews
Mechanics & Origins of Bipedalism,0.0,Not Provided,10.0,0,"Module 1: An Overview of Bipedalism and Musculoskeletal Adaptations, Module 2: More About the Mechanics of Bipedalism, Module 3: The Origins of Bipedalism and its Evolution",Jeremy DeSilva,Dartmouth College,Health,https://www.coursera.org/learn/mechanics-and-origins-of-bipedalism
Experiments and Variations in Bipedalism,0.0,Not Provided,17.0,0,"Module 1: Variations in Bipedalism, Module 2: Benefits of Being Bipedal, Module 3: Walking Variation, Module 4: The Costs of Bipedalism",Jeremy DeSilva,Dartmouth College,Health,https://www.coursera.org/learn/experiments-and-variations-in-bipedalism
生物学概念与途径,5.0,Intermediate,39.0,14,"导言-饶毅, 孤独的天才—孟德尔 -饶毅, 遗传的染色体学说 -饶毅, DNA—遗传信息的载体-饶毅, 细胞间的相互作用：胚胎诱导-饶毅, 发育的基因调控：同源异形盒的发现及其意义-饶毅, 还原与整合（1）—色觉的形成-饶毅, 还原与整合（2）—视觉的加工-饶毅, 驱动演化的“力”-顾红雅, 现代农业生物技术与中国种业发展-邓兴旺, 生物分子的化学基础-何川, 下一次科学革命－第三次生命科学革命-汤超, 脑科学-鲁白",饶毅,Peking University,Health,https://www.coursera.org/learn/biologyconcept
Цифровые медиа в сфере здравоохранения,0.0,Intermediate,16.0,0,"Анализ поведения как основа работы, Составление стратегии коммуникаций, Разработка стратегии с учетом контекста. Информация и креативные материалы, находящие отклик у аудитории, Тактика для цифровых медиа и проведения кампаний, Важные метрики: как оказывается воздействие",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-ru
Hacking COVID-19 — Course 5: Tracing SARS-CoV-2's Evolution,0.0,Beginner,4.0,0,"Week 1, Week 2","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu",University of California San Diego,Health,https://www.coursera.org/learn/hacking-covid-19--course-5-tracing-sars-cov-2s-evolution
In the footsteps of Zika… approaching the unknown,4.6,Intermediate,13.0,113,"Introducing Zika virus, its vectors and its hosts, Following the tracks of Zika virus, Prevention and control, Symptoms, diagnosis and treatment, Zika and neurological adverses effects, Inequity in front of Zika exposure and outcomes, ""How do deal with Zika:  WHO and international health organizations perspectives"", The Zika phenomenon through medias and economical & political challenges","Antoine Flahault, Arnaud Fontanet (in Partnership with UNIGE), Henri-Jean Philippe (In Partnership with UNIGE), Aline Philibert (In Partnership with UNIGE)",University of Geneva,Health,https://www.coursera.org/learn/zika
Principales procesos grupales en las organizaciones,0.0,Beginner,10.0,0,"Principales procesos grupales en las organizaciones, El concepto de grupo en las organizaciones, El rendimiento grupal, El liderazgo en las organizaciones, La toma de decisiones","Jesus Rojas Arredondo, Francisco Javier Tirado Serrano",Universitat Autònoma de Barcelona,Health,https://www.coursera.org/learn/principales-procesos-grupales-en-las-organizaciones
Ebola : Vaincre ensemble !,4.4,Not Provided,20.0,53,"Présentation générale, Comprendre la maladie, ""Symptômes dun désordre socio-politique"", Impact, ""Réponse de lAfrique et du Monde"", Conclusion","Antoine Flahault, Rafael Ruiz De Castañeda",University of Geneva,Health,https://www.coursera.org/learn/ebola-vaincre-ensemble
更年期综合管理,4.4,Not Provided,12.0,13,"更年期的综合管理, 更年期的饮食与药物指导, 更年期的运动保健及月经管理, 绝经后妇科相关疾病的防治, 绝经后心血管相关疾病的防治, 绝经后内分泌相关疾病的防治, 绝经后骨关节疾病的防治, 绝经后乳腺疾病的防治",白文佩,Peking University,Health,https://www.coursera.org/learn/geng-nian-qi
Prácticas interprofesionales para la atención clínica,0.0,Beginner,23.0,0,"Investigación para sanar, Centros Médicos Académicos, Escenarios de atención clínica, Liderazgo que transforma","Lydia Estela Zerón Gutiérrez, Jorge E. Valdez García, Julieta Rodríguez-de Ita, César Alberto Lucio Ramírez, Antonio Dávila Rivas, Patricia Segura Medina, Alex Iván Suárez Regalado, Silvia Lizett Olivares Olivares",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/prcticas-interprofesionales-para-la-atencin-clnica
Tecnología como facilitador en soluciones de Telemedicina,0.0,Beginner,21.0,0,"Tendencias en tecnología para interacción con el paciente, Monitoreo remoto del paciente mediado por tecnología, Modelos para administración de telesalud y telemedicina, Ciberseguridad","Mildred López, Iván Yasser López Villafranca, Hermila Gisela Loya Martínez, Elsa Aniela Méndez Reguera, Belinda del C Carrión Chavarría",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/tecnologa-como-facilitador-en-soluciones-de-telemedicina
借助数字媒体实现卫生成果,0.0,Intermediate,16.0,0,"以行为洞察为基础, 拟定传播策略, 基于情景制作内容 – 引起共鸣的传播材料和创意素材, 数字媒体与传播活动实施策略, 至关重要的指标：了解影响力",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-zh-cn
遗传学实验,0.0,Beginner,10.0,0,"实验一   模式动物与遗传学, 实验二   染色体观察及果蝇平衡染色体, 实验三   果蝇唾腺染色体制备及观察, 实验四   黑腹果蝇雌雄鉴别与突变体观察, 实验五 黑腹果蝇伴性与非伴性、连锁与非连锁的遗传分析, 实验六 玉米籽粒性状的遗传分析（基因互作验证）, 实验七 利用FLP/FRT 重组系统获得纯合突变克隆，Mosaic杂交实验, 实验八   筛选特定表型或者信号通路相关基因实例, 前期实验结果",张文霞,Peking University,Health,https://www.coursera.org/learn/genetic-lab
全球卫生导论,4.6,Beginner,30.0,16,"全球卫生导论宣传视频, 全球卫生概述, 卫生系统与筹资, 全球疾病负担, 营养/生活方式与健康, 全球妇幼卫生与生殖健康, 环境与健康, 耐药结核病流行与控制, 艾滋病流行与防控, 老龄化与慢性病防治, 突发公共卫生事件应对","何纳, 丁永明, 傅华, 徐飚, 钱序, 陈英耀, 阚海东, 何更生, 赵根明, 陈文, 姜庆五",Fudan University,Health,https://www.coursera.org/learn/quanqiu-weisheng
Formação sobre a COVID-19 para Profissionais de Saúde,4.9,Not Provided,7.0,68,"Módulo 1: Principais Características e EPI da COVID-19, Módulo 2: Identificação e abordagem do paciente, MODULE 3: Achados de ultra-som pulmonar em pacientes com COVID-19, Módulo 4: Tratamento Precoce do Paciente Dispneico da COVID-19, Módulo 5: Tratando o Paciente Severamente Dispneico, Módulo 6: Gerenciamento Inicial do Ventilador e Solução de Problemas em Pacientes da COVID-19","S V Mahadevan, Matthew Strehlow",Stanford University,Health,https://www.coursera.org/learn/covid-19-training-healthcare-portuguese-br
स्वास्थ्य कर्मचारियों के लिए कोविड-19 ट्रेनिंग,4.8,Not Provided,7.0,20,"मॉड्यूल 1: COVID-19 मुख्य विशेषताएँ और PPE, मॉड्यूल 2: कोविड-19 रोगियों का नैदानिक आंकलन, कोविड-19 के नैदानिक \u200b\u200bपरीक्षण, डिस्पनेइक COVID-19 रोगी का प्रारंभिक उपचार, गंभीर डिस्पनेइक COVID-19 रोगी का उन्नत उपचार, मॉड्यूल  6: COVID-19 रोगियों में आरंभिक वेंटिलेटर प्रबंधन और समस्या निवारण","S V Mahadevan, Matthew Strehlow",Stanford University,Health,https://www.coursera.org/learn/covid-19-training-healthcare-hindi
COVID-19 : à la recherche des contacts,0.0,Beginner,8.0,0,"COVID-19: Les Fondamentaux, Fondamentaux de la recherche des contacts , Etapes pour enquêter sur un cas et rechercher ses contacts, Éthique de la recherche des contacts de cas de COVID-19 et solutions technologiques, Compétences pour une communication efficace, Suivi et évaluation des enquêtes sur les cas et de la recherche des contacts, Evaluation Finale (Certificative)","Antoine Flahault, Awa Babington-Ashaye",University of Geneva,Health,https://www.coursera.org/learn/covid-19-recherche-contacts
Climate and Climate Change in New Jersey,4.5,Intermediate,4.0,12,"Introduction, Climate Change, Monitoring Our Climate and Predicting the Future, Impacts and Solutions",Margaret Holzer,American Museum of Natural History,Health,https://www.coursera.org/learn/climate-change-nj
Global Sodium Reduction Strategies,0.0,Beginner,7.0,0,"Module 1: Overview of Global Sodium Reduction, Module 2: Understanding Regional Salt Consumption Patterns, Module 3: Packaged Food Reformulation, Module 4: Front-of-Pack Labels for Packaged Food, Module 5: Promotion of Low-Sodium Salt, Module 6: Public Food Procurement Policies, Module 7: Interventions for Restaurants and Other Food Establishments, Module 8: High-Impact Interventions, Module 9: Surveillance of Global Sodium Reduction Strategies","Megan E. Henry, PhD",Johns Hopkins University,Health,https://www.coursera.org/learn/sodium
Exploración centrada en el paciente,0.0,Beginner,20.0,0,"Autoexploración y autocuidado una nueva modalidad de atención clínica, Guías y recomendaciones emitidas por instituciones líderes en TeleSalud, Capacitación remota al paciente a través de la simulación, Marco legal y principios éticos en la interacción médico-paciente","Mildred López, Yolanda Macias-Rodriguez, Alba Elizabeth Huitrón Villegas, Belinda del C Carrión Chavarría",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/exploracin-centrada-en-el-paciente
抗菌药与超级细菌 －－天使与魔鬼的博弈,4.7,Not Provided,37.0,19,"开课致辞, WEEK1：第一章 超级细菌的肆虐, WEEK2：第二章 抗菌药的发现历史, WEEK3：第三章 抗菌药的分类与机制, WEEK4：第四章 抗菌药的不良反应, WEEK5：第五章 抗菌药的滥用, WEEK6：第六章 抗菌药的使用误区, WEEK7：第七章 抗菌药的监管",汤文璐,Fudan University,Health,https://www.coursera.org/learn/kangjunyao-chaojixijun
استخدام الوسائط الرقمية لتعزيز النتائج الصحية,0.0,Intermediate,17.0,0,"الرؤى السلوكية كأساس, وضع استراتيجية الاتصال, التصميم الملائم للسياق - الرسائل والمحتويات الإبداعية التي تلقى صدى واسعًا لدى الجمهور, أساليب تنفيذ حملات الوسائط الرقمية, المقاييس المهمة: إدراك التأثير",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-ar
Основы травматологии,0.0,Intermediate,12.0,0,"Модуль 1, Модуль 2, Модуль 3, Модуль 4, Модуль 5, Модуль 6",Peter Biberthaler,Technical University of Munich (TUM),Health,https://www.coursera.org/learn/osnovy-travmatologii
Aspectos conceptuales y operativos de la Telesalud,0.0,Beginner,19.0,0,"Comunicación efectiva en entornos virtuales y a distancia, Conducción de una entrevista empática, Estrategias de educación para el apego a tratamiento médico, Modelos integrados de teleeducación y telesalud","Mildred López, Nancy de los Ángeles Segura Azuara, Jesús Javier Rodríguez Fernández, Belinda del C Carrión Chavarría",Tecnológico de Monterrey,Health,https://www.coursera.org/learn/asp-conceptuales-operativos-telesalud
Meios digitais para resultados na saúde,0.0,Intermediate,16.0,0,"Insights comportamentais como base, Elaborar a sua estratégia de comunicação, Criar para o contexto – Mensagens e materiais criativos que fazem sentido, Táticas para a implementação de meios digitais e campanhas, Métricas que interessam: compreender o impacto",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-pt
Seguimiento de casos y contactos COVID-19,4.9,Beginner,12.0,701,Seguimiento de casos y contactos COVID-19,María Soledad Martínez Gutiérrez,Universidad de Chile,Health,https://www.coursera.org/learn/seguimiento-de-casos-y-contactos-covid-19
Rastreamento de contato da COVID-19,4.8,Beginner,5.0,138,"Conceitos básicos da COVID-19, Conceitos básicos do rastreamento de contato para COVID-19, Passos para investigar os casos e rastrear seus contatos, Ética do rastreamento de contato e ferramentas tecnológicas, Habilidades para uma comunicação efetiva, Avaliação final (valendo nota)","Emily Gurley, PhD, MPH",Johns Hopkins University,Health,https://www.coursera.org/learn/rastreamento-contatos-covid-19
ÉCHELLE RACE: Dépistage préhospitalier de l’AVC impliquant une occlusion de gros vaisseaux cérébraux,4.7,Intermediate,3.0,22,"Echelle RACE, Module d’entrainement et de qualification au score RACE ","Frances Xavier Jiménez Fabregas, Natalia Perez de la Ossa, Montse Gorchs Molist",Universitat de Barcelona,Health,https://www.coursera.org/learn/prestorace-fr
Molecular Tumor Board 2020-21,0.0,Intermediate,13.0,0,"GERMLIME - Breaking myths. Is lung cancer a hereditary disease?, MESO - How can a typical EGFR+ case, became atypical, BREAST - Is there any role for precision medicine in triple negative breast cancer?, URO-MESO - Clinical and Mutational Lanscape of Lethal Castrate Resistant prostate Cancer, LUNG - Off-label treatments really work?, PANCREAS - Precision medicine, is not only about somatic, ""COLON - Why doesnt immunotherapy work for everyone?"", UPPER GI - Screening molecular in orphan tumors, BREAST - Beyond actionable mutations","Dra. Laura Mezquita Perez, Dr. Aleix Prat Aparicio",Universitat de Barcelona,Health,https://www.coursera.org/learn/molecular-tumoral-board
Embajador de la Vacuna COVID: Cómo Hablar con los Padres,4.9,Beginner,2.0,12,"¿Por qué las personas están indecisas sobre las vacunas y cómo podemos comunicarnos de manera efectiva con las personas indecisas?, ¿Qué es el sistema inmunitario y qué es el virus SARS CoV-2?, ¿Qué son las vacunas, cómo se desarrollan y qué vacunas contra la COVID-19 se distribuirán en los EE. UU.?, Cómo detectar y responder a la información errónea en línea, Vacunas para niños de 5 a 11 años","Rupali J. Limaye, PhD, MPH, MA",Johns Hopkins University,Health,https://www.coursera.org/learn/covid-vaccine-ambassador-spanish
Vyombo vya Habari Dijitali kwa Matokeo ya Afya,0.0,Intermediate,17.0,0,"Maarifa ya Tabia Kama Msingi, Kutengeneza Mkakati Wako wa Mawasiliano, Kubuni Kwa Muktadha - Ujumbe na Maudhui ya Picha na Video Yenye Ufanisi, Mbinu za Vyombo vya Habari vya Kidijitali na Utekelezaji wa Kampeni, Vipimo Muhimu: Kuelewa Athari",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-sw
Media Digital untuk Hasil Kesehatan,0.0,Intermediate,16.0,0,"Wawasan Perilaku sebagai Landasan, Menyusun Strategi Komunikasi, Merancang Konteks - Pembuatan Pesan & Materi Iklan yang Relevan, Taktik untuk Implementasi Kampanye dan Media Digital, Metrik yang Penting: Memahami Dampak",Saad Omer,Yale University,Health,https://www.coursera.org/learn/digital-media-health-outcomes-id
Abordaje del riesgo suicida en adolescentes y jóvenes ,0.0,Not Provided,9.0,0,"Prevención del Suicidio en Adolescentes y Jóvenes: Tarea de Todos y Todas, Detección y Evaluación de la Gravedad del Riesgo Suicida en Adolescentes y Jóvenes título, Abordaje Inicial del Riesgo Suicida en Adolecentes y Jóvenes, Postvención y Duelo por Suicidio de Adolescente o Joven","Álvaro Jiménez Molina , Vania Martínez",Universidad de Chile,Health,https://www.coursera.org/learn/abordaje-del-riesgo-suicida-en-adolescentes-y-jvenes
Organizaciones y recursos humanos en el siglo XXI Specialization,0.0,Beginner,2.0,0,"Las organizaciones en el siglo XXI y su relevancia social, Interacción social y cultura organizacional, Principales procesos grupales en las organizaciones, Cómo captar talento en la era de la digitalización, Estrategias para desarrollar el talento en organizaciones, Competencias clave para profesionales de Recursos Humanos","Rafa Díaz Cortinas, Míriam Diez Piñol, Francisco Javier Tirado Serrano, Irene Carracedo Gil, Jesus Rojas Arredondo, César Luis Fernandez Llano, Enrique Baleriola Escudero",Universitat Autònoma de Barcelona,Health,https://www.coursera.org/specializations/organizaciones-recursos-humanos
Applied Bioinformatics Specialization,0.0,Beginner,10.0,0,"Hacking COVID-19 — Course 1: Identifying a Deadly Pathogen, ""Hacking COVID-19 — Course 2: Decoding SARS-CoV-2s Secrets"", ""Hacking COVID-19 — Course 3: Unraveling COVID-19s Origins"", Hacking COVID-19: Metabolic Pathway Analysis Yields SARS-CoV-2 Drug Targets, ""Hacking COVID-19 — Course 5: Tracing SARS-CoV-2s Evolution""","Mikhail Rayko, Niema Moshiri, Sabeel Mansuri, Pavel  Pevzner, Vikram Sirupurapu, Peter Karp",University of California San Diego,Health,https://www.coursera.org/specializations/applied-bioinformatics
La telesalud y telemedicina enfocadas a la atención en salud Specialization,4.4,Intermediate,10.0,7,"Competencias en Telesalud para el profesional de la salud, Aspectos conceptuales y operativos de la Telesalud, Tecnología como facilitador en soluciones de Telemedicina, Exploración centrada en el paciente","Nancy de los Ángeles Segura Azuara, Mildred López, Jesús Javier Rodríguez Fernández, Irma Elisa Eraña-Rojas, Jorge E. Valdez García, Yolanda Macias-Rodriguez, Iván Yasser López Villafranca, Alba Elizabeth Huitrón Villegas, Hermila Gisela Loya Martínez, Elsa Aniela Méndez Reguera, Belinda del C Carrión Chavarría",Tecnológico de Monterrey,Health,https://www.coursera.org/specializations/telesalud-telemedicina
Google Advanced Data Analytics Professional Certificate,4.8,Advanced,10.0,2.130,"Foundations of Data Science, Get Started with Python, Go Beyond the Numbers: Translate Data into Insights, The Power of Statistics, Regression Analysis: Simplify Complex Data Relationships, The Nuts and Bolts of Machine Learning, Google Advanced Data Analytics Capstone",Google Career Certificates,Google,Health,https://www.coursera.org/professional-certificates/google-advanced-data-analytics
Foundations of Cybersecurity,4.9,Beginner,21.0,15.689,"Welcome to the exciting world of cybersecurity, The evolution of cybersecurity, Protect against threats, risks, and vulnerabilities, Cybersecurity tools and programming languages",Google Career Certificates,Google,Health,https://www.coursera.org/learn/foundations-of-cybersecurity
Technical Support Fundamentals,4.8,Beginner,28.0,147.559,"Introduction to IT , Hardware, Operating System, Networking, Software, Troubleshooting",Google Career Certificates,Google,Health,https://www.coursera.org/learn/technical-support-fundamentals
